sample_,var_,count,varcode,varname
10,185,2.0,Cheae,Chenopodiaceae
10,201,6.0,Cm.Sf.A,Compositae subf. Asteroideae
10,203,2.0,Cm.Sf.C,Compositae subf. Cichorioideae
10,217,4.0,Cor,Corylus
10,233,17.0,Cypae,Cyperaceae
10,248,2.0,Dipae,Dipsacaceae
10,275,2.0,Eph.f,Ephedra fragilis
10,282,1.0,Eriae,Ericaceae
10,349,34.0,Graae,Gramineae
10,562,2.0,Phi,Phillyrea
10,567,138.0,Pin,Pinus
10,576,5.0,Pla,Plantago
10,657,34.0,Que.i-T,Quercus ilex-type
10,659,2.0,Que.r-T,Quercus robur-type
10,662,3.0,Ranae,Ranunculaceae
10,694,3.0,Rum,Rumex
10,816,1.0,Tha,Thalictrum
10,945,92.0,Lyc,Lycopodium
10,1708,4.0,Typ,Typha
10,2603,12100.0,conc.spk,Concentration spikes
10,2606,1.0,Labia(6),Labiatae (6)
10,2609,184.0,Zyg/Spi,Zygnema/Spirogyra
10,2612,1.0,...,Spike
11,66,3.0,Art,Artemisia
11,95,2.0,Bet,Betula
11,196,1.0,Ciu,Cistus
11,203,34.0,Cm.Sf.C,Compositae subf. Cichorioideae
11,229,2.0,Cupae,Cupressaceae
11,233,12.0,Cypae,Cyperaceae
11,248,2.0,Dipae,Dipsacaceae
11,275,1.0,Eph.f,Ephedra fragilis
11,349,12.0,Graae,Gramineae
11,567,96.0,Pin,Pinus
11,657,2.0,Que.i-T,Quercus ilex-type
11,659,1.0,Que.r-T,Quercus robur-type
11,945,144.0,Lyc,Lycopodium
11,1708,1.0,Typ,Typha
11,2603,12100.0,conc.spk,Concentration spikes
11,2606,2.0,Labia(6),Labiatae (6)
11,2609,72.0,Zyg/Spi,Zygnema/Spirogyra
11,2612,1.0,...,Spike
12,66,8.0,Art,Artemisia
12,95,1.0,Bet,Betula
12,185,2.0,Cheae,Chenopodiaceae
12,201,8.0,Cm.Sf.A,Compositae subf. Asteroideae
12,203,34.0,Cm.Sf.C,Compositae subf. Cichorioideae
12,229,1.0,Cupae,Cupressaceae
12,233,12.0,Cypae,Cyperaceae
12,349,34.0,Graae,Gramineae
12,530,3.0,Ole,Olea
12,567,88.0,Pin,Pinus
12,576,3.0,Pla,Plantago
12,657,8.0,Que.i-T,Quercus ilex-type
12,945,156.0,Lyc,Lycopodium
12,2603,12100.0,conc.spk,Concentration spikes
12,2609,68.0,Zyg/Spi,Zygnema/Spirogyra
12,2612,1.0,...,Spike
13,66,16.0,Art,Artemisia
13,185,8.0,Cheae,Chenopodiaceae
13,201,5.0,Cm.Sf.A,Compositae subf. Asteroideae
13,203,9.0,Cm.Sf.C,Compositae subf. Cichorioideae
13,229,1.0,Cupae,Cupressaceae
13,233,24.0,Cypae,Cyperaceae
13,300,1.0,Eupae,Euphorbiaceae
13,349,8.0,Graae,Gramineae
13,567,117.0,Pin,Pinus
13,576,5.0,Pla,Plantago
13,657,28.0,Que.i-T,Quercus ilex-type
13,854,3.0,Umb,Umbelliferae
13,945,103.0,Lyc,Lycopodium
13,1400,1.0,Mon.s,Monolete spore(s)
13,2603,12100.0,conc.spk,Concentration spikes
13,2609,20.0,Zyg/Spi,Zygnema/Spirogyra
13,2612,1.0,...,Spike
14,66,17.0,Art,Artemisia
14,185,6.0,Cheae,Chenopodiaceae
14,201,4.0,Cm.Sf.A,Compositae subf. Asteroideae
14,203,2.0,Cm.Sf.C,Compositae subf. Cichorioideae
14,228,1.0,Cru,Cruciferae
14,229,2.0,Cupae,Cupressaceae
14,233,37.0,Cypae,Cyperaceae
14,349,38.0,Graae,Gramineae
14,472,1.0,Malvae,Malvaceae
14,562,1.0,Phi,Phillyrea
14,567,110.0,Pin,Pinus
14,576,2.0,Pla,Plantago
14,657,7.0,Que.i-T,Quercus ilex-type
14,659,2.0,Que.r-T,Quercus robur-type
14,694,1.0,Rum,Rumex
14,945,49.0,Lyc,Lycopodium
14,1396,1.0,Trl.s,Trilete spore(s)
14,1400,2.0,Mon.s,Monolete spore(s)
14,1708,1.0,Typ,Typha
14,2603,12100.0,conc.spk,Concentration spikes
14,2609,26.0,Zyg/Spi,Zygnema/Spirogyra
14,2612,1.0,...,Spike
15,66,16.0,Art,Artemisia
15,185,6.0,Cheae,Chenopodiaceae
15,201,2.0,Cm.Sf.A,Compositae subf. Asteroideae
15,203,2.0,Cm.Sf.C,Compositae subf. Cichorioideae
15,233,4.0,Cypae,Cyperaceae
15,349,36.0,Graae,Gramineae
15,567,132.0,Pin,Pinus
15,657,3.0,Que.i-T,Quercus ilex-type
15,945,84.0,Lyc,Lycopodium
15,2603,12100.0,conc.spk,Concentration spikes
15,2609,39.0,Zyg/Spi,Zygnema/Spirogyra
15,2612,1.0,...,Spike
16,66,11.0,Art,Artemisia
16,185,1.0,Cheae,Chenopodiaceae
16,201,3.0,Cm.Sf.A,Compositae subf. Asteroideae
16,233,9.0,Cypae,Cyperaceae
16,273,1.0,Eph.d,Ephedra distachya
16,349,10.0,Graae,Gramineae
16,355,2.0,Hel,Helianthemum
16,411,1.0,Leg,Leguminosae
16,567,190.0,Pin,Pinus
16,576,2.0,Pla,Plantago
16,657,4.0,Que.i-T,Quercus ilex-type
16,945,35.0,Lyc,Lycopodium
16,1400,2.0,Mon.s,Monolete spore(s)
16,2603,12100.0,conc.spk,Concentration spikes
16,2609,22.0,Zyg/Spi,Zygnema/Spirogyra
16,2612,1.0,...,Spike
17,66,11.0,Art,Artemisia
17,185,6.0,Cheae,Chenopodiaceae
17,201,5.0,Cm.Sf.A,Compositae subf. Asteroideae
17,203,3.0,Cm.Sf.C,Compositae subf. Cichorioideae
17,229,4.0,Cupae,Cupressaceae
17,233,5.0,Cypae,Cyperaceae
17,248,1.0,Dipae,Dipsacaceae
17,275,1.0,Eph.f,Ephedra fragilis
17,349,19.0,Graae,Gramineae
17,567,156.0,Pin,Pinus
17,576,1.0,Pla,Plantago
17,657,1.0,Que.i-T,Quercus ilex-type
17,659,4.0,Que.r-T,Quercus robur-type
17,945,28.0,Lyc,Lycopodium
17,1708,1.0,Typ,Typha
17,1885,1.0,Hdr,Hydrocharis
17,2603,12100.0,conc.spk,Concentration spikes
17,2609,13.0,Zyg/Spi,Zygnema/Spirogyra
17,2612,1.0,...,Spike
18,53,3.0,Api,Apium
18,66,14.0,Art,Artemisia
18,141,1.0,Cphae,Caryophyllaceae
18,150,1.0,Cen,Centaurea
18,185,8.0,Cheae,Chenopodiaceae
18,201,9.0,Cm.Sf.A,Compositae subf. Asteroideae
18,229,2.0,Cupae,Cupressaceae
18,233,6.0,Cypae,Cyperaceae
18,349,22.0,Graae,Gramineae
18,567,185.0,Pin,Pinus
18,576,1.0,Pla,Plantago
18,603,1.0,Polae,Polygonaceae
18,657,1.0,Que.i-T,Quercus ilex-type
18,945,20.0,Lyc,Lycopodium
18,1396,2.0,Trl.s,Trilete spore(s)
18,1708,1.0,Typ,Typha
18,2603,12100.0,conc.spk,Concentration spikes
18,2606,1.0,Labia(6),Labiatae (6)
18,2609,14.0,Zyg/Spi,Zygnema/Spirogyra
18,2612,1.0,...,Spike
19,53,1.0,Api,Apium
19,66,30.0,Art,Artemisia
19,150,2.0,Cen,Centaurea
19,185,3.0,Cheae,Chenopodiaceae
19,201,6.0,Cm.Sf.A,Compositae subf. Asteroideae
19,203,5.0,Cm.Sf.C,Compositae subf. Cichorioideae
19,233,7.0,Cypae,Cyperaceae
19,248,1.0,Dipae,Dipsacaceae
19,349,10.0,Graae,Gramineae
19,567,237.0,Pin,Pinus
19,945,28.0,Lyc,Lycopodium
19,1396,1.0,Trl.s,Trilete spore(s)
19,2603,12100.0,conc.spk,Concentration spikes
19,2606,1.0,Labia(6),Labiatae (6)
19,2609,74.0,Zyg/Spi,Zygnema/Spirogyra
19,2612,1.0,...,Spike
20,53,2.0,Api,Apium
20,66,29.0,Art,Artemisia
20,95,2.0,Bet,Betula
20,150,2.0,Cen,Centaurea
20,185,4.0,Cheae,Chenopodiaceae
20,201,2.0,Cm.Sf.A,Compositae subf. Asteroideae
20,203,5.0,Cm.Sf.C,Compositae subf. Cichorioideae
20,229,2.0,Cupae,Cupressaceae
20,273,1.0,Eph.d,Ephedra distachya
20,349,6.0,Graae,Gramineae
20,567,150.0,Pin,Pinus
20,659,1.0,Que.r-T,Quercus robur-type
20,945,18.0,Lyc,Lycopodium
20,2603,12100.0,conc.spk,Concentration spikes
20,2609,40.0,Zyg/Spi,Zygnema/Spirogyra
20,2612,1.0,...,Spike
21,53,10.0,Api,Apium
21,66,22.0,Art,Artemisia
21,150,4.0,Cen,Centaurea
21,185,3.0,Cheae,Chenopodiaceae
21,196,1.0,Ciu,Cistus
21,201,10.0,Cm.Sf.A,Compositae subf. Asteroideae
21,229,3.0,Cupae,Cupressaceae
21,233,6.0,Cypae,Cyperaceae
21,282,1.0,Eriae,Ericaceae
21,349,32.0,Graae,Gramineae
21,411,1.0,Leg,Leguminosae
21,567,203.0,Pin,Pinus
21,576,2.0,Pla,Plantago
21,657,2.0,Que.i-T,Quercus ilex-type
21,659,2.0,Que.r-T,Quercus robur-type
21,791,1.0,Spa,Sparganium
21,945,16.0,Lyc,Lycopodium
21,1400,1.0,Mon.s,Monolete spore(s)
21,1708,1.0,Typ,Typha
21,2603,12100.0,conc.spk,Concentration spikes
21,2607,1.0,Labia(3),Labiatae (3)
21,2609,39.0,Zyg/Spi,Zygnema/Spirogyra
21,2612,1.0,...,Spike
22,53,4.0,Api,Apium
22,66,35.0,Art,Artemisia
22,108,1.0,Borae,Boraginaceae
22,150,1.0,Cen,Centaurea
22,185,7.0,Cheae,Chenopodiaceae
22,201,6.0,Cm.Sf.A,Compositae subf. Asteroideae
22,203,1.0,Cm.Sf.C,Compositae subf. Cichorioideae
22,229,3.0,Cupae,Cupressaceae
22,233,21.0,Cypae,Cyperaceae
22,248,1.0,Dipae,Dipsacaceae
22,273,2.0,Eph.d,Ephedra distachya
22,349,22.0,Graae,Gramineae
22,567,169.0,Pin,Pinus
22,576,1.0,Pla,Plantago
22,603,1.0,Polae,Polygonaceae
22,945,16.0,Lyc,Lycopodium
22,1313,1.0,Gerae,Geraniaceae
22,2603,12100.0,conc.spk,Concentration spikes
22,2609,43.0,Zyg/Spi,Zygnema/Spirogyra
22,2612,1.0,...,Spike
23,53,4.0,Api,Apium
23,66,40.0,Art,Artemisia
23,95,1.0,Bet,Betula
23,141,4.0,Cphae,Caryophyllaceae
23,185,12.0,Cheae,Chenopodiaceae
23,201,6.0,Cm.Sf.A,Compositae subf. Asteroideae
23,203,9.0,Cm.Sf.C,Compositae subf. Cichorioideae
23,229,3.0,Cupae,Cupressaceae
23,233,13.0,Cypae,Cyperaceae
23,248,2.0,Dipae,Dipsacaceae
23,273,2.0,Eph.d,Ephedra distachya
23,349,14.0,Graae,Gramineae
23,567,189.0,Pin,Pinus
23,945,15.0,Lyc,Lycopodium
23,2603,12100.0,conc.spk,Concentration spikes
23,2606,2.0,Labia(6),Labiatae (6)
23,2609,31.0,Zyg/Spi,Zygnema/Spirogyra
23,2612,1.0,...,Spike
24,53,66.0,Api,Apium
24,66,26.0,Art,Artemisia
24,185,3.0,Cheae,Chenopodiaceae
24,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
24,203,2.0,Cm.Sf.C,Compositae subf. Cichorioideae
24,229,1.0,Cupae,Cupressaceae
24,233,17.0,Cypae,Cyperaceae
24,275,1.0,Eph.f,Ephedra fragilis
24,349,65.0,Graae,Gramineae
24,567,239.0,Pin,Pinus
24,603,1.0,Polae,Polygonaceae
24,657,2.0,Que.i-T,Quercus ilex-type
24,687,1.0,Rosae,Rosaceae
24,854,3.0,Umb,Umbelliferae
24,945,29.0,Lyc,Lycopodium
24,1400,1.0,Mon.s,Monolete spore(s)
24,1708,1.0,Typ,Typha
24,2603,12100.0,conc.spk,Concentration spikes
24,2606,1.0,Labia(6),Labiatae (6)
24,2609,38.0,Zyg/Spi,Zygnema/Spirogyra
24,2612,1.0,...,Spike
25,66,8.0,Art,Artemisia
25,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
25,229,3.0,Cupae,Cupressaceae
25,233,13.0,Cypae,Cyperaceae
25,248,1.0,Dipae,Dipsacaceae
25,349,25.0,Graae,Gramineae
25,567,330.0,Pin,Pinus
25,576,1.0,Pla,Plantago
25,945,22.0,Lyc,Lycopodium
25,1400,2.0,Mon.s,Monolete spore(s)
25,2603,12100.0,conc.spk,Concentration spikes
25,2609,33.0,Zyg/Spi,Zygnema/Spirogyra
25,2612,1.0,...,Spike
26,66,15.0,Art,Artemisia
26,201,3.0,Cm.Sf.A,Compositae subf. Asteroideae
26,233,3.0,Cypae,Cyperaceae
26,248,1.0,Dipae,Dipsacaceae
26,282,2.0,Eriae,Ericaceae
26,349,16.0,Graae,Gramineae
26,355,4.0,Hel,Helianthemum
26,411,1.0,Leg,Leguminosae
26,567,238.0,Pin,Pinus
26,945,32.0,Lyc,Lycopodium
26,1396,2.0,Trl.s,Trilete spore(s)
26,2603,12100.0,conc.spk,Concentration spikes
26,2609,27.0,Zyg/Spi,Zygnema/Spirogyra
26,2612,1.0,...,Spike
27,53,2.0,Api,Apium
27,66,13.0,Art,Artemisia
27,95,1.0,Bet,Betula
27,150,1.0,Cen,Centaurea
27,185,1.0,Cheae,Chenopodiaceae
27,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
27,229,3.0,Cupae,Cupressaceae
27,233,2.0,Cypae,Cyperaceae
27,273,1.0,Eph.d,Ephedra distachya
27,282,1.0,Eriae,Ericaceae
27,349,22.0,Graae,Gramineae
27,355,2.0,Hel,Helianthemum
27,567,269.0,Pin,Pinus
27,657,1.0,Que.i-T,Quercus ilex-type
27,659,1.0,Que.r-T,Quercus robur-type
27,662,1.0,Ranae,Ranunculaceae
27,945,27.0,Lyc,Lycopodium
27,1396,1.0,Trl.s,Trilete spore(s)
27,2603,12100.0,conc.spk,Concentration spikes
27,2606,1.0,Labia(6),Labiatae (6)
27,2609,3.0,Zyg/Spi,Zygnema/Spirogyra
27,2612,1.0,...,Spike
28,53,3.0,Api,Apium
28,66,28.0,Art,Artemisia
28,185,2.0,Cheae,Chenopodiaceae
28,201,3.0,Cm.Sf.A,Compositae subf. Asteroideae
28,229,2.0,Cupae,Cupressaceae
28,233,6.0,Cypae,Cyperaceae
28,273,2.0,Eph.d,Ephedra distachya
28,282,1.0,Eriae,Ericaceae
28,349,19.0,Graae,Gramineae
28,355,3.0,Hel,Helianthemum
28,521,2.0,Nup,Nuphar
28,567,244.0,Pin,Pinus
28,576,1.0,Pla,Plantago
28,659,1.0,Que.r-T,Quercus robur-type
28,945,28.0,Lyc,Lycopodium
28,1396,2.0,Trl.s,Trilete spore(s)
28,1400,1.0,Mon.s,Monolete spore(s)
28,2603,12100.0,conc.spk,Concentration spikes
28,2606,2.0,Labia(6),Labiatae (6)
28,2609,28.0,Zyg/Spi,Zygnema/Spirogyra
28,2612,1.0,...,Spike
29,66,30.0,Art,Artemisia
29,95,5.0,Bet,Betula
29,185,1.0,Cheae,Chenopodiaceae
29,201,1.0,Cm.Sf.A,Compositae subf. Asteroideae
29,233,14.0,Cypae,Cyperaceae
29,273,2.0,Eph.d,Ephedra distachya
29,282,3.0,Eriae,Ericaceae
29,349,28.0,Graae,Gramineae
29,521,3.0,Nup,Nuphar
29,567,78.0,Pin,Pinus
29,657,2.0,Que.i-T,Quercus ilex-type
29,945,77.0,Lyc,Lycopodium
29,1396,2.0,Trl.s,Trilete spore(s)
29,2603,12100.0,conc.spk,Concentration spikes
29,2609,6.0,Zyg/Spi,Zygnema/Spirogyra
29,2612,1.0,...,Spike
30,53,2.0,Api,Apium
30,66,36.0,Art,Artemisia
30,95,4.0,Bet,Betula
30,201,2.0,Cm.Sf.A,Compositae subf. Asteroideae
30,217,1.0,Cor,Corylus
30,228,2.0,Cru,Cruciferae
30,233,10.0,Cypae,Cyperaceae
30,273,3.0,Eph.d,Ephedra distachya
30,282,20.0,Eriae,Ericaceae
30,349,16.0,Graae,Gramineae
30,355,4.0,Hel,Helianthemum
30,521,6.0,Nup,Nuphar
30,567,102.0,Pin,Pinus
30,657,4.0,Que.i-T,Quercus ilex-type
30,659,2.0,Que.r-T,Quercus robur-type
30,945,58.0,Lyc,Lycopodium
30,1400,16.0,Mon.s,Monolete spore(s)
30,1708,1.0,Typ,Typha
