sample_,agebp,ageup,agelo,deptime
1,3000.0,,,
2,3130.0,,,
3,3259.0,,,
4,3414.0,,,
5,3518.0,,,
6,3648.0,,,
7,3725.0,,,
8,3855.0,,,
9,3984.0,,,
10,4114.0,,,
11,4243.0,,,
12,4373.0,,,
13,4502.0,,,
14,4632.0,,,
15,4761.0,,,
16,4891.0,,,
17,5020.0,,,
18,5150.0,,,
19,6054.0,,,
20,6958.0,,,
21,7862.0,,,
22,8767.0,,,
23,9671.0,,,
24,10575.0,,,
25,11479.0,,,
26,12383.0,,,
27,13288.0,,,
28,14192.0,,,
29,15096.0,,,
30,16000.0,,,
